,gender,age,cust_id,became_member_on,income,days_as_member
13934,M,68,0e28b22b5f68463baff0f9e4d8353797,2016-06-25,52000.0,1615
13935,M,59,7a33f05f6f0449b0b9df2d6baf7c3652,2018-03-14,61000.0,988
13936,M,62,0c4823420e2a4d53801e6d71874aaa65,2016-11-17,39000.0,1470
13937,M,67,6fc4b2ee5d844566aafeaa209fe11de1,2016-10-23,97000.0,1495
13938,F,39,59fbf8362d894ad99ba29f42ac99c07e,2017-07-26,37000.0,1219
13939,M,61,3a9a6ee0506c49dcbad7ce26a99cb90d,2018-04-17,34000.0,954
13940,M,53,9d4bc1fd09e64e3abc95fa5ac4360ebe,2018-01-11,62000.0,1050
13942,M,50,c676b248358f48ac86a47d2fb190ffef,2016-09-18,92000.0,1530
13943,M,31,8eb15bfe6dda4e3b806bcc93703f134e,2018-07-09,62000.0,871
13944,F,22,9b06f60a37f74483be79ce9d55600d16,2015-07-31,55000.0,1945
13945,F,49,0578d2389a8f4e4a81f4d2648b85293e,2017-09-05,78000.0,1178
13946,M,77,df8f7838cc6340ca989948d34cfb4f18,2016-03-11,97000.0,1721
13947,M,28,4ff459a228be43a5b23d59b12f4cfbe6,2018-05-13,31000.0,928
13948,M,22,5c6ff1c1f3d04f08a414419119bbcb38,2017-08-23,66000.0,1191
13949,F,39,c7cec6c18caa427f9f82c471ff792318,2017-07-08,81000.0,1237
13950,M,38,b367b8304c07429986bc390d4d24c320,2018-04-30,92000.0,941
13951,M,49,f31b2421cf974f4d96a1d6afae96e342,2018-01-10,68000.0,1051
13952,F,47,d0e5c238d4074233bdc3c872c646fc7b,2017-02-06,59000.0,1389
13953,M,64,0d56277b07ed4a8bb3a19325803e3579,2016-06-13,81000.0,1627
13955,M,36,4e65c61c4757476b958d3ef488924c26,2018-01-24,70000.0,1037
13956,M,35,938ab5c383344e2cadeba47bf6b62e64,2018-01-11,52000.0,1050
13957,F,63,08dc093548804971b6049d7a50a78f21,2016-12-01,63000.0,1456
13958,M,61,ab2dfcc6a76844a9a5a37d9d93a74ff7,2017-10-16,46000.0,1137
13959,M,59,48abffc29515485f8419c6ad9c894e33,2017-09-08,66000.0,1175
13960,M,32,dd1069bbc7ef423c9b22bc81aceb6ec1,2013-12-08,40000.0,2545
13961,M,51,994b498441cf46ed808f912cd4458ec0,2017-08-19,58000.0,1195
13962,M,65,63d80d59c27a4f89bc3a9d5ad28bebe6,2017-12-07,89000.0,1085
13963,M,67,ac3b5e911fd3406bb37da9e001ed306e,2018-03-21,68000.0,981
13964,M,59,0ac73ba2449646378b3f72a7a677cc3a,2017-12-23,58000.0,1069
13965,F,40,05e96e45ce6045edbf84b14a6b557a18,2017-12-22,71000.0,1070
13966,F,30,9738f8724dba4c13a3dea73e9d2a3c4b,2018-07-06,44000.0,874
13967,M,37,37fe1a9de1c1480e8557d097835d7c0f,2018-02-08,33000.0,1022
13968,F,45,0b5e0b7de9bb42d9bc4a728be1626509,2017-10-24,60000.0,1129
13970,M,69,b8725275fd214d7ab37d31d365866d54,2018-04-03,84000.0,968
13971,M,62,f2d71ad71717482db42869f40c0769ec,2018-03-23,41000.0,979
13972,F,52,cce4f9124fcf46d1be09608a83ec1536,2017-11-15,77000.0,1107
13973,M,78,2a0473cd36954527979c9e35f5509d6c,2018-01-01,90000.0,1060
13974,M,31,9d8bdbbb3436461ca2babeed7b0cddf0,2017-08-19,57000.0,1195
13975,F,58,66fe4f4db59647d7adacba5ae780590f,2018-06-29,77000.0,881
13976,F,53,ec86781dc82043deb1a07968de7383d9,2017-02-21,106000.0,1374
13977,F,54,e4e6c511b14f4d4aa6259ac8ca8f56ef,2016-10-18,119000.0,1500
13978,M,23,848c8765940b4de69b0d199d2b02e3c7,2016-08-31,47000.0,1548
13979,M,76,a0b6b36c5f2b445680b119b488e84df3,2016-06-27,81000.0,1613
13981,F,66,277334e21978461f9da3d71a36522fe4,2015-04-12,60000.0,2055
13982,F,62,3e53b5f8dd95442ab475df8a21906839,2017-10-10,37000.0,1143
13983,F,65,acc974aac2684d0c9d7dea71c4fb412f,2016-11-09,83000.0,1478
13985,M,22,4883c82a80f54b5d897b1066076d8440,2017-10-26,46000.0,1127
13986,M,48,b72b74ce11254d309e8c93a47ed51032,2016-04-19,60000.0,1682
13988,M,46,7d650753a27846f5a7d9b1f5eb748291,2016-03-16,76000.0,1716
13989,M,80,dc134e4b6c0944cebabd863d28f628e7,2017-12-26,61000.0,1066
13990,M,60,66f09abc2d924907b5c49e01b1ad6d79,2018-02-07,54000.0,1023
13991,F,53,cd0a6a3aca98454eb468158e2c6135fc,2016-04-28,88000.0,1673
13995,F,72,481c613b661e45588e6a16dacb2dc8a4,2017-11-27,79000.0,1095
13996,F,62,971c50b150b240a58de87ee73555843f,2017-06-24,54000.0,1251
13998,F,54,d2f1767a364347c6992d986b4a662dc4,2016-06-24,43000.0,1616
14000,M,73,2a070c1a63e348fda6f9772df48f4c85,2017-11-04,36000.0,1118
14001,M,20,41fb0042a8cf41799cbdba83425478a1,2016-05-01,38000.0,1670
14002,F,65,d72890e38191414cb14732169df1cac3,2018-07-10,76000.0,870
14003,M,31,7cbb10262ba7413da4d733b919d9c11d,2017-10-26,68000.0,1127
14004,O,49,2ce95d396fb54df2819e1966195652a2,2016-10-20,41000.0,1498
14005,M,84,a0a5f5a4a5e449ad8fb7b922684dfff9,2016-06-14,78000.0,1626
14006,M,64,769c873b9e4b4c6a84e6276ee6683ae9,2015-05-02,68000.0,2035
14007,F,69,196cdd07f88b486a81cd5aaaea6d022d,2018-07-04,72000.0,876
14008,F,50,ee411c82607a49a7ae4902baf54f1485,2017-08-22,76000.0,1192
14010,F,26,b887fc9ffbe84892990236bc2e2d710f,2015-12-01,62000.0,1822
14011,M,54,633ff3f733414923aa6cf207a232febe,2017-12-17,62000.0,1075
14012,M,46,84ad9c0237b24550b36491ab21cfdf7d,2017-11-23,50000.0,1099
14013,F,41,f8961e32857d4f2f97183ef480da2ab9,2018-03-21,57000.0,981
14015,M,41,4d9fd6ec260e4063b2408b28bc0c9676,2017-08-22,58000.0,1192
14016,M,85,0fc95fc35cb146e7a494f12c47081d20,2017-10-17,76000.0,1136
14017,F,84,291846e5c1564e708c4f0b3a1e251dd7,2017-07-30,35000.0,1215
14018,M,70,37c4697ca9c144f1b11d3418db4b5efe,2018-03-01,72000.0,1001
14019,M,63,9471eacd8b57444188a80b7b64c026eb,2015-09-25,79000.0,1889
14020,M,58,b5d1901e10154cb89cc511d11404b65a,2018-05-11,60000.0,930
14021,F,58,4f4e4347594e4f898199f898eebcefd8,2017-09-15,30000.0,1168
14022,F,55,f8d61365a8064816917c950076174ef0,2016-11-16,59000.0,1471
14023,M,49,2587453d93c142a78c51f667214ad874,2015-08-23,64000.0,1922
14024,M,57,77cce09afacf466c84681f7cca06cf07,2015-05-29,31000.0,2008
14029,F,57,9bef81e848e94dfc87167f885247b180,2017-10-22,76000.0,1131
14030,F,54,e7ebd61ead2d4958a32dc214939a03f9,2016-12-27,113000.0,1430
14031,F,44,f5d31009d87f411091be6b7d008564cf,2017-10-24,60000.0,1129
14032,F,95,249acca93b064e4a81a41c8340e2ef84,2016-06-06,66000.0,1634
14033,M,56,50da793cb34a42978a6b74ff8c90ff00,2018-01-04,54000.0,1057
14035,M,34,ebdac31adcac4ed4aedf568a4ea23843,2017-08-13,39000.0,1201
14036,M,73,b91c99612ba54860b8702522d5431904,2018-04-08,39000.0,963
14037,F,64,7fc0bf97fd3e4153b7a4022d7266e9f7,2017-10-09,70000.0,1144
14038,M,29,787c1f76fcbb417394f951c87dc4c3d9,2016-07-17,44000.0,1593
14039,M,52,421ed5bbb1ee49bcac53da61d1d02c4f,2014-09-19,59000.0,2260
14040,M,67,6cf51740b6e94bd09e738b70f3d6c1c8,2017-05-30,80000.0,1276
14041,M,54,63bab4a396d4412793e7d04daac7e72b,2018-02-16,31000.0,1014
14042,M,66,0383a12d3a2d4fbb86ec83bd0c25eead,2017-08-06,36000.0,1208
14043,F,67,9126f824e7734fac9681e726914c3f1f,2017-08-22,85000.0,1192
14044,F,48,d97af9cb73f94c3ab7fd5b1b6f4492ab,2016-06-02,54000.0,1638
14045,F,71,e1e614f30e9c45478d1c5aa8fe3c6dbb,2018-03-18,34000.0,984
14046,F,61,c5694cf4f5a340d7887dcdd5d0cb32b9,2017-06-17,96000.0,1258
14048,F,49,a131dc58063e49d49a54a1cfe248f43f,2016-06-14,54000.0,1626
14049,M,68,67262718a9d84484abd5e59073bfc05b,2017-10-10,49000.0,1143
14050,M,52,55aff3035b87496c91b2e916ab120dfd,2018-05-11,87000.0,930
14051,M,75,d94526ca0f2846f9867a7895f625a8d6,2018-07-19,70000.0,861
14052,M,45,7037aabfcf9a452796d3cb2e9805b0a0,2016-11-18,63000.0,1469
14053,M,41,6a442cfd2a7146afae3086f4a1745e7f,2018-05-26,51000.0,915
14055,M,81,9f4a95aba49a495b866f26ae2d2916fd,2017-12-03,39000.0,1089
14056,M,69,13fb2c20d4b3441f958f4b9a77823ffe,2017-03-10,84000.0,1357
14057,M,43,da942f5df8ec4e008c009b783142db97,2018-01-11,42000.0,1050
14058,M,61,1a4ccb4a49884ce5bb5006b416842d1d,2018-01-14,78000.0,1047
14059,M,49,4e508a822cfc46d683cb7358f5baafdf,2016-07-16,71000.0,1594
14060,F,79,7d69e7992a9643a28c7a0ff78e250201,2017-11-05,77000.0,1117
14061,M,56,dcba56d7e54546f095f1e774662e60ba,2015-05-26,40000.0,2011
14062,F,54,4fbc1ad572014f0296e97df32208f2e6,2018-06-30,99000.0,880
14063,F,52,dd8999a8852e4bdcb0a07a924c8fa173,2018-04-01,68000.0,970
14064,F,47,b2f1e283593d4c7182185e4bb3320de0,2018-06-10,59000.0,900
14065,M,58,731bc41295b343c5b3828ff0bfe7a494,2018-05-14,30000.0,927
14066,M,85,d414804ad97c44eb8e6b7400792be0bc,2016-02-07,55000.0,1754
14067,F,73,d1e603c73e534afc932dad2a4db51533,2017-01-15,83000.0,1411
14069,F,27,d5ed498cb6b24ccf9dfc714d7a7a017c,2015-06-01,60000.0,2005
14070,M,61,b84ee50d915e40709e498538524be30d,2017-08-02,71000.0,1212
14071,M,49,2332714b1fb54741b3a7b27f259dc994,2018-05-27,99000.0,914
14072,M,42,6cd48577abfe4c0abc8d3c0dedd1ab5c,2016-04-28,55000.0,1673
14073,M,73,f024f2a55f4f4f578216377635c9c704,2016-01-30,57000.0,1762
14074,M,64,3625554b70d8411bbb8e556f686565ce,2016-02-24,60000.0,1737
14075,M,55,33152c020d074dfbb0e44ab32bcd26a3,2017-07-08,36000.0,1237
14076,M,70,594bea74b95e4cc1b6a2f95550c62b6e,2018-01-12,66000.0,1049
14078,F,78,ec539cd856754923995755f0dd1af470,2016-11-07,44000.0,1480
14079,F,46,4b9a3bf77bb64f4ca41e314aa24fc36a,2017-09-01,72000.0,1182
14080,M,67,665b6493546141518af2f3a0bf316800,2014-01-23,74000.0,2499
14081,F,75,44edb985180445a487dcd237d8074f6a,2018-01-24,65000.0,1037
14082,F,76,876d0b304eca45a496e7fcdc8e37af02,2017-12-05,102000.0,1087
14083,M,67,20964a5536b2413f92757429b5edc714,2018-04-11,54000.0,960
14084,M,70,3c16de2e3b41458b94d2d11eba1d74f7,2018-07-13,73000.0,867
14085,M,28,d5a3f124729048cc97979cee3fbe2ca0,2018-03-28,36000.0,974
14086,M,84,7ae53e296cc74fcbabb9e1c6932b2906,2015-08-29,90000.0,1916
14088,M,25,494878fa78c34b3190387f5a989c9d47,2015-06-27,68000.0,1979
14090,F,48,609aa5301d1244b28a6c246af0083ec0,2017-08-08,50000.0,1206
14091,F,71,0494aa6671414fab9837fa3cd45e72bc,2016-02-10,36000.0,1751
14092,F,57,cae5e211053f4121a389a7da4d631f7f,2018-03-01,88000.0,1001
14093,M,42,0ca46c6ce97a4f0eb2b64423527f86b5,2018-01-30,38000.0,1031
14094,M,23,e36ef3d24b5546b4a2d037f758d0a396,2014-04-14,38000.0,2418
14095,F,43,668a6a51df4b454b93c31c945bc5eb76,2016-02-03,39000.0,1758
14096,F,35,75f1a3a88b5845feba167c6380f4dba2,2018-05-27,38000.0,914
14097,M,75,05e14ffbb5234affb70068da5fafbb25,2016-04-25,98000.0,1676
14098,M,36,833e4bee0440486b91100263e4d4f53b,2014-02-19,75000.0,2472
14099,M,43,46793479567542f2af5582f99653338e,2018-02-08,33000.0,1022
14100,M,57,074c30edf3194b0e9cebaf64256bcfe1,2014-06-27,36000.0,2344
14101,F,68,4aa52739e1e44cc48133aab0e9e594f8,2017-04-01,57000.0,1335
14102,F,44,38b7030d582540d3947f83a043c762bc,2018-03-24,33000.0,978
14103,M,69,ad43ddab7325414f9f8ffa7331a0f13f,2018-04-20,78000.0,951
14105,M,84,a4e8ffac73b24dc7b1836b56139dd47a,2017-08-30,96000.0,1184
14106,F,96,401b7219cb274c57ae4d07232f029e0f,2017-11-11,87000.0,1111
14107,F,33,6f8055786d0a4605bd11d75e4af8413e,2014-01-30,57000.0,2492
14108,F,66,a89ace9b4961420eb1de0b46bed88656,2018-01-10,80000.0,1051
14109,M,19,7b0f4835144346f189e3dddfac46efed,2015-05-22,67000.0,2015
14110,F,65,c4ccd694c25247fc82132a4a883bd1d1,2016-08-27,79000.0,1552
14111,M,63,4df5936da9e348668fa5aba9e9de7994,2015-09-15,58000.0,1899
14112,M,48,0c2ade08c3324036901605a050fc3c69,2018-01-18,37000.0,1043
14113,F,48,3f4aabdf7c1f430a94982ba13b1c5db3,2015-10-16,84000.0,1868
14114,M,33,9ed7fceee29a4a83978b5c9caa06da35,2017-12-01,48000.0,1091
14115,F,79,3494b039530c491a9dba3d132aa4bbec,2016-04-10,78000.0,1691
14116,M,37,31e36de1923e40dfb2f37ccd67989c7a,2017-08-19,51000.0,1195
14117,M,55,3d2d54ddebaf4d39ae02b96ff65ec727,2017-02-03,53000.0,1392
14118,M,53,bedd9893e7e9479c9e4cbcdf4b0ad6d2,2018-07-08,105000.0,872
14119,M,28,26b829cb9bf64ee7b5fe79a7a7ba1c4d,2017-08-03,33000.0,1211
14120,F,87,08081f80dad246c29d7ef266ff3f4765,2017-07-07,89000.0,1238
14121,F,66,577c19a3495947d8bace5f3f7ad4f0ed,2017-05-27,55000.0,1279
14122,F,61,c91e7cea9dad4b5c8b2f6167a6827201,2016-01-06,115000.0,1786
14123,M,66,fe3f369d2f49407caf10c1e193043760,2014-03-12,54000.0,2451
14124,M,75,43da96fd377b468d81bf13f425a07164,2014-03-23,56000.0,2440
14127,F,27,8bec0354cd574c96894f406c2f7d2174,2016-07-07,57000.0,1603
14128,M,55,5904d97a58774a35b16cce7227f2aafb,2017-11-03,60000.0,1119
14129,M,40,076c88aa6fcb464f801327263f961370,2018-04-17,42000.0,954
14130,M,40,da92e3a709964e70a1bdf0375ac3e80a,2017-08-09,73000.0,1205
14131,M,77,246541d803784db28d206473119c6233,2017-05-03,68000.0,1303
14132,M,42,8d510f13c7a34e6d954a54798f67ec94,2017-08-12,65000.0,1202
14133,M,49,21c94eb7999a490dbdd2594efd24b699,2017-12-25,34000.0,1067
14134,F,80,17e5210da8624744beac53de7d9e94a0,2015-09-13,83000.0,1901
14135,M,29,45ec9ac5c7414fe4baa51d9e68d2df75,2017-12-25,50000.0,1067
14136,M,56,59d01620b8c04fdbb630040c6deeb0a1,2018-06-12,75000.0,898
14137,F,37,0b21a1c16247452ba0cb77ad3a8bb370,2017-10-16,47000.0,1137
14138,M,21,04bd9be0d1374492800aca71e512ed51,2013-12-03,70000.0,2550
14139,M,60,4cf3fba7ec604ceab2dfbf74a8d435db,2017-05-03,35000.0,1303
14142,M,26,f7e5b4482f474c70a3be6e95fb04481a,2016-11-29,30000.0,1458
14143,F,56,bdcf61ddb5c1438ca582b718e4a2eee4,2013-12-14,54000.0,2539
14144,F,95,bafec41a406144ac8b8fe8e55e1bd67e,2018-04-26,67000.0,945
14145,F,74,d60929ada6ad44058b9be1359e7d2c25,2017-04-22,97000.0,1314
14146,M,71,7cf26de9d6324edab6b15e19bda2bec7,2017-10-23,34000.0,1130
14147,M,49,198c5f49fe6e40828b4d6c5bbcc17110,2016-03-24,57000.0,1708
14148,F,61,0d5c1536f389406fb476f63658c20fda,2016-09-08,81000.0,1540
14150,F,55,eb24e03660794ac0a571614507c2bb2a,2017-01-17,83000.0,1409
14151,M,70,7d170c59cd1e466982fc5a4dd852b3a7,2018-05-20,57000.0,921
14152,M,74,af1aba1e70f14a19904cfb3cde96021d,2016-10-08,77000.0,1510
14153,F,64,d8a96352c9544dabaac9fde5037adf3a,2015-08-23,111000.0,1922
14154,F,45,937ece0d77ac48d1b4902633ca610567,2017-09-21,55000.0,1162
14155,F,54,a23bb0212eac4e948223dfdd500c7822,2018-05-12,66000.0,929
14156,M,21,1806c09a830840f9983b0443f687a4ba,2017-10-27,71000.0,1126
14157,F,50,b2e4cc3f9eda4eb780e31cfe90f0ffb2,2017-08-01,71000.0,1213
14158,M,70,b6bed789464943e49ebdcc59733a3c64,2017-11-17,61000.0,1105
14159,M,65,377ffe635d9d4b4fbddc04fff4db2128,2016-02-14,43000.0,1747
14160,F,81,11b036bfa2cc4671bf7c338bf5be3784,2018-06-25,70000.0,885
14162,M,80,c5221369ffc145edbf7252ff5a4b6ed1,2017-11-09,98000.0,1113
14163,F,40,b0b38eb96f02433ba5fa961b87e89564,2017-02-15,30000.0,1380
14164,M,69,d11d07c8dadc4ac7aab8e0871a041104,2018-03-24,60000.0,978
14165,F,63,ca4366c6d69f4ff8b4eaea6422ae9b97,2016-03-18,65000.0,1714
14166,F,43,22fb7286392241b5a8c92be7a23a04a9,2014-04-16,96000.0,2416
14167,M,63,3261154a28c6470697c8b2b96d51bdeb,2018-02-21,52000.0,1009
14170,M,83,c72a717cf45440cb826d00750befa3d7,2016-05-18,66000.0,1653
14171,M,39,30519457866a494788c5a48494776ce5,2016-01-13,41000.0,1779
14172,M,46,85e598f6dff54af2a6167cdd3fdca7de,2018-02-15,38000.0,1015
14173,M,38,fa7ccb17b2b14f32804d14f86ac87f04,2017-02-11,66000.0,1384
14174,M,70,c8df31314a46462da99cee0a75a84825,2016-08-31,73000.0,1548
14175,F,93,d433dae9810b4c1fb96a4de166ba50e7,2016-01-28,79000.0,1764
14176,M,19,6ae744eab03d4b16b9a8a46a8c2d353d,2018-07-18,62000.0,862
14178,M,38,f38ef9ea6c5a4f6e91e237b104e6792d,2016-04-08,53000.0,1693
14179,M,37,c05efe90da0d4d2f9ea66f178e0534e9,2018-04-18,35000.0,953
14180,M,61,76f1746d47634fb6a1372d798f81d2e4,2017-06-08,64000.0,1267
14181,M,39,155d4c0d4c744ad6bd663f71dea3d5d4,2018-01-25,53000.0,1036
14182,F,82,7c4bd6eae0fd44428505bbea97ea43d7,2017-05-04,107000.0,1302
14183,M,34,8f01de594bc74a36a81338648ccc8115,2015-08-02,42000.0,1943
14184,F,77,9a65bf68670342fa9d7c5310d09f6cf2,2018-01-18,41000.0,1043
14186,M,70,1ba42813a57b42acbb3f64ae93f9b4d8,2014-07-08,67000.0,2333
14187,M,61,8137f5769cc64efe8cec7a0c4430e5f9,2017-12-21,44000.0,1071
14188,M,40,78263466042f4dfa91bd390107158277,2017-08-11,60000.0,1203
14189,M,60,9e90ae7dd5e142d9ba59196ce702f0e3,2015-08-17,70000.0,1928
14190,F,71,bebdc3abc2044d1a9786c77d72d215c0,2017-08-15,36000.0,1199
14191,M,61,4b8e062fcfd447c2b68c8a183d96a4b4,2015-06-07,68000.0,1999
14192,F,90,687647a3973e4acb80441a1a1e6aee3a,2016-03-10,93000.0,1722
14193,M,37,9e9fb78d911848efb54627de3ea701a5,2018-07-24,59000.0,856
14194,O,69,f9b321a382e342d7b75074b215b6af88,2017-02-12,51000.0,1383
14195,M,33,6f5ac5f259344c518bca1ab0e24f9d5e,2017-09-15,53000.0,1168
14197,F,50,a67840bbafb045c4a2ab9491e958bbac,2017-08-21,57000.0,1193
14198,M,71,7755e54d9154452dadfa55e74f9bbaae,2018-07-14,36000.0,866
14199,M,54,2d1c168b35f14b7cb0d4c0601cf7c2d2,2017-09-03,57000.0,1180
14200,M,46,065467da18c743a7b8a87c9fd2d536d9,2015-10-26,56000.0,1858
14203,M,52,46f60f79a7ad46b4ac99d4dfe250814c,2018-06-30,70000.0,880
14204,F,55,14bcdc3f115d416d95df1c413343826c,2016-05-13,85000.0,1658
14205,M,30,bb603ce2bdda424380aa360a67c11cb8,2018-01-09,53000.0,1052
14206,M,35,a7a0d8c4d2644519bd8f5dffcb7a7efb,2017-12-13,34000.0,1079
14207,F,73,467f071abbdd4c98862b90d00c0a630b,2018-04-19,115000.0,952
14208,F,34,df54408568b247e39f8b1358eedb44c5,2016-12-07,39000.0,1450
14209,F,50,65fe3e1feeb1458abd54d955820572ec,2016-08-21,80000.0,1558
14210,F,55,b359f97e2ce047e38624c8bff8bdfbf5,2016-03-31,114000.0,1701
14211,M,26,078e2d4d278f4525ac4c2ea51bdb66e6,2018-06-05,40000.0,905
14212,M,79,49c4a0965ad04077bac189d20a88ec4e,2018-07-06,54000.0,874
14213,F,78,486599adb78f432cb7e1016331360701,2018-02-22,37000.0,1008
14214,F,41,3a7959e6b03b409f8e1e8c1b4db7b29b,2018-02-16,35000.0,1014
14215,M,57,dea843d6482744aaa7504f0e0cfa8e77,2017-06-29,65000.0,1246
14217,M,57,a57890c3bbb7463e9018abb7fecadb15,2018-01-10,77000.0,1051
14219,M,68,5a37cb8ebd134bd8b6d1b45024e106d5,2018-04-16,44000.0,955
14220,M,79,a6f4db3655f2452ba771a437640e230d,2018-01-19,69000.0,1042
14221,M,80,11642a741bf64c9f917cb5439cb4d580,2018-03-02,61000.0,1000
14222,F,78,2dc47c1cd79e4854a875610848e995e5,2015-11-26,74000.0,1827
14224,M,44,d1a824d43588413981d90146cc781a13,2018-05-16,66000.0,925
14225,F,56,0973a73fb67147e09659b92bc511eb78,2016-05-28,81000.0,1643
14226,M,31,845c31e647b449479f30b36eac5c5856,2017-04-16,71000.0,1320
14227,M,63,753c2a4d4db44ad4bab177c0c122d85e,2018-03-08,73000.0,994
14228,M,62,c67954e658564adc918c8d086f09082b,2016-09-10,43000.0,1538
14229,F,45,52f3ac705f5e44f0a95a4ac13c04f97a,2017-11-12,65000.0,1110
14230,F,59,93619c24680d4899b8ba73734a5ff258,2017-11-23,100000.0,1099
14231,F,40,e3ad766338c84df1b24162d83ab974c1,2016-12-30,55000.0,1427
14233,F,57,ef18da0ba46e406dbeb4d7e0c7a818c3,2016-04-29,55000.0,1672
14234,M,65,55bca2d11db84ccbaffec703025f80f2,2016-01-16,74000.0,1776
14235,F,70,0a197ecc873f4c04998372999e80ce79,2015-08-20,75000.0,1925
14236,M,23,d768d6fca00b49a6a88739e990ae0b75,2017-10-12,73000.0,1141
14237,O,60,887a686672ec4e6394e82f0e2a17777e,2015-11-27,86000.0,1826
14238,F,62,a4c5415b4a7648d185dfd0379dde947a,2017-08-17,87000.0,1197
14239,M,53,731b213fd7c844fbab2e6f02f23e3114,2017-11-14,95000.0,1108
14240,F,66,9fc3207dac3d48888fdc37fe8ca5e6ba,2015-12-17,68000.0,1806
14242,M,43,1ea7547159ae462192c3576d258c2bb7,2017-08-26,69000.0,1188
14244,M,19,48cccb98c9484f0f99c351b4c1b88e50,2017-01-09,44000.0,1417
14245,F,37,1cc5af27bd1f4f40943e3894e486f1ee,2017-08-05,88000.0,1209
14246,M,43,947653e4bc364e8fb4a201362688454c,2018-01-29,45000.0,1032
14247,M,83,7e66f9d836bd42ad9a6a89ab2128313e,2015-08-02,40000.0,1943
14248,F,29,2c0737ea75b447de9dbe111886335593,2014-01-19,38000.0,2503
14249,M,29,b1f6b69fd1544c6e952fa89705d3f30f,2018-01-21,62000.0,1040
14250,M,78,457629ccb85f4ae08d108c839ea513a3,2017-07-01,59000.0,1244
14251,M,42,fdb4301dca67480d85e39308505174b7,2014-06-18,41000.0,2353
14252,F,47,336c749589434bbbb8b5849004eadaaf,2016-07-22,56000.0,1588
14253,M,18,717eee391dc44e9aba4315b917ebaa35,2018-07-25,45000.0,855
14255,F,85,add16bae2a4446dc8a80ed1be5cd284d,2018-05-24,65000.0,917
14256,M,21,e5d3238906284a18814d35787c9df9d8,2017-11-27,54000.0,1095
14257,F,91,6214c2d95e244226b1235cf26c4aa097,2017-08-17,57000.0,1197
14258,M,65,e0d0940a726544d29b8c93adf7c39fa2,2017-02-10,37000.0,1385
14259,M,75,d98f3873f86c4ed8952873ce4aa8d0e5,2017-12-23,75000.0,1069
14260,M,45,f216eaba14b04e7497d96a0fed119178,2014-11-22,66000.0,2196
14262,F,21,a2c0832f98d540d1adc77e5bde4b0787,2016-09-27,31000.0,1521
14263,M,72,2a682331dab741ceb8ee5b118810f937,2018-04-03,68000.0,968
14264,M,49,69ba4dacbb2d4421ba1edf46197122f8,2017-11-27,32000.0,1095
14265,M,56,f251232f004d405ca44b35515bb9c444,2016-02-17,84000.0,1744
14266,M,55,492496e9c9244a2eac7d4e15bdcb2c5e,2018-07-09,65000.0,871
14267,F,58,fd6f5f7b29b247f6af30c9520f355108,2017-11-30,55000.0,1092
14268,F,53,d6ba5ba5365044e4afe649443b2b1fe3,2016-12-01,67000.0,1456
14269,M,66,373993860d4c4f859828acb6ac2c140a,2017-09-13,63000.0,1170
14270,M,71,e386777230cc416ea4ba80a958df048a,2018-03-24,71000.0,978
14271,F,30,0b99a9ca8c8946cda19fe7b27df89a2b,2018-03-05,45000.0,997
14272,M,36,4bcd890290d446239306584a3eb0d3fb,2015-08-23,30000.0,1922
14274,F,63,3798869304074ff1b1bb1cbf1b352676,2018-07-18,71000.0,862
14276,M,69,62b12261e5a34e81ba0a6259b5d6ba90,2014-01-17,93000.0,2505
14277,M,73,c654023b451b49ce9ef04a8b56664a9c,2017-04-30,69000.0,1306
14278,F,70,067d163ebd2748cf954bd1ccc4cfa4af,2017-08-05,90000.0,1209
14279,F,44,6fb81a16e4fa49b9b522908334920d08,2018-02-19,78000.0,1011
14280,O,49,bd85eeff28ee40a2a6b0c4829a4f211e,2017-01-10,95000.0,1416
14281,F,67,29655cba61a04d079efde18203b4f232,2016-10-17,101000.0,1501
14282,O,67,3e607b0774ce497793c0a7650c55fdce,2016-08-13,85000.0,1566
14283,M,54,cfbbb392abaf4dc184fab6525e6aedaf,2014-11-05,60000.0,2213
14284,M,35,f05547e416074d96a0504cfa5908231b,2017-12-03,34000.0,1089
14285,M,66,1e29d753cc1247979132b3b86acf2adc,2015-08-29,36000.0,1916
14286,M,67,9bde4015093a4b4885cbc6aecc44ec19,2016-04-28,79000.0,1673
14287,M,62,b33624e3e97f46f1b333d39721eb5034,2016-03-02,54000.0,1730
14289,M,44,064fd993498c4d628348de2085e9d569,2018-07-05,72000.0,875
14290,F,57,a6a29cdd00b04834b769db80a8e71354,2017-03-25,118000.0,1342
14291,M,18,6bf6090ce6bf4dfa8c572d3f5fb1acc9,2016-02-17,49000.0,1744
14292,F,21,cfa15846c36e4551bd3f7758e5614c3b,2017-12-22,35000.0,1070
14293,M,63,8a2103352aa4448c94010e741b8d438f,2018-02-08,49000.0,1022
14294,F,45,77fa13a472824e33aaeb9aaeb2c23408,2017-08-27,56000.0,1187
14295,M,66,b73c8d5fe3c84a79bb3432387f0f4fb5,2016-01-27,66000.0,1765
14296,F,50,3daa3d4af82f4fdda3d70b11b4c6d29f,2017-03-26,72000.0,1341
14298,F,53,c8026995ffa54b1b8bf9cf49c0429d3a,2017-01-22,49000.0,1404
14299,F,22,a4f36131192347019fdefb4c94a257a4,2018-01-02,39000.0,1059
14300,F,32,92be23d14c174da4bbf751a563543a57,2018-03-18,47000.0,984
