,gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days
12826,M,43,7c7c606f0d884e90a07fa2b1702d811c,2018-04-04,34000.0,967,0.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,3.0,3.0,3.0,1.0,0.0,3.0,3.0,3.0,2.0,3.0,0.0,0.0,2.86,8.571428571428571,150.85714285714286,0.0,25.0,0.75,0.0,1.43,0.002068252326783868
12827,F,32,d16c6242ffe54e038b26bb71d70c6e5a,2017-09-10,35000.0,1173,3.0,4.0,2.0,20.0,3.0,2.0,2.0,3.0,0.0,3.0,4.0,2.0,3.0,4.0,0.0,4.0,0.0,2.0,2.0,2.0,2.0,0.0,2.0,0.0,187.98000000000002,12.222222222222221,232.0,9.0,11.0,0.5,0.75,9.4,0.017050298380221655
12828,F,67,158ccf2ed90541e7973106134cb1bba3,2017-11-14,87000.0,1108,1.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,1.0,1.0,137.77,7.2727272727272725,148.36363636363637,2.0,27.0,1.0,0.2,27.55,0.004512635379061372
12829,M,48,8578196a074a4f328976e334fa9383a3,2018-06-10,58000.0,900,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4.62,10.0,136.0,0.0,12.0,0.5,0.0,4.62,0.0011111111111111111
12830,M,66,eb2aac9003d7475ba172d7328ad6ed38,2016-04-09,119000.0,1692,3.0,6.0,3.0,11.0,3.0,2.0,3.0,3.0,2.0,1.0,6.0,3.0,6.0,5.0,2.0,1.0,3.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,271.72,5.083333333333333,130.0,18.0,18.0,0.5,0.5,24.7,0.0065011820330969266
12831,M,53,6cde0dadd1154cf89694618ce6f249da,2018-01-07,113000.0,1054,3.0,5.0,2.0,12.0,3.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,334.57000000000005,11.0,189.6,20.0,30.0,0.4,0.6,27.88,0.011385199240986717
12832,F,40,83b26151b9c9487d897a67be32d2eba4,2017-11-22,53000.0,1100,3.0,3.0,3.0,16.0,3.0,1.0,3.0,3.0,2.0,1.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,3.0,1.0,3.0,3.0,2.0,1.0,0.0,223.32999999999998,5.666666666666667,168.0,13.0,13.0,1.0,1.0,13.96,0.014545454545454545
12833,F,52,ee3ee28bff574bb58243e5baec4937f7,2018-06-21,67000.0,889,5.0,5.0,4.0,11.0,5.0,4.0,5.0,4.0,2.0,3.0,5.0,4.0,5.0,4.0,2.0,3.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,0.0,197.79000000000002,9.357142857142858,173.14285714285714,27.0,27.0,0.8,1.0,17.98,0.012373453318335208
12834,M,55,71ce5de6f6e74f8b97086c55385f54c0,2017-09-20,66000.0,1163,1.0,5.0,4.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,5.0,5.0,1.0,2.0,1.0,2.0,4.0,4.0,4.0,0.0,2.0,0.0,2.0,36.46,5.4,129.6,3.0,23.0,0.8,0.2,4.56,0.006878761822871883
12835,F,28,53ee066c1c7540d9b447d19d152e354e,2017-11-12,57000.0,1110,1.0,4.0,2.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,1.0,3.0,3.0,0.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,133.22,10.0,161.14285714285714,5.0,7.0,0.5,0.25,13.32,0.009009009009009009
12836,M,85,2dc367220e584b32a18da8375a3e9a56,2016-10-20,81000.0,1498,3.0,5.0,4.0,12.0,3.0,2.0,2.0,3.0,1.0,2.0,5.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,3.0,3.0,3.0,1.0,2.0,1.0,247.68000000000004,8.0,152.0,13.0,13.0,0.8,0.6,20.64,0.00801068090787717
12837,F,56,c3ca7bcbb12c480bacf37b8ff353a390,2018-04-28,48000.0,943,0.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,4.0,4.0,4.0,2.0,1.0,2.0,1.0,12.329999999999998,6.75,162.0,0.0,15.0,1.0,0.0,2.47,0.005302226935312832
12838,F,64,98d80971baf94fd0ae06df25bb48bf14,2016-07-13,73000.0,1597,5.0,5.0,5.0,11.0,5.0,5.0,5.0,4.0,2.0,3.0,5.0,5.0,5.0,4.0,2.0,3.0,0.0,5.0,5.0,5.0,4.0,2.0,3.0,0.0,154.86,8.4,187.2,22.0,22.0,1.0,1.0,14.08,0.0068879148403256105
12839,F,39,54c7dd73acc945cbba13de64ec9a5c99,2018-06-02,93000.0,908,4.0,5.0,5.0,7.0,4.0,0.0,4.0,4.0,3.0,1.0,5.0,1.0,5.0,4.0,3.0,1.0,1.0,5.0,1.0,5.0,4.0,3.0,1.0,1.0,160.97,5.357142857142857,154.28571428571428,17.0,17.0,1.0,0.8,23.0,0.007709251101321586
12840,M,61,9292d9ed365349babd237a99f004ddf7,2016-05-02,38000.0,1669,3.0,5.0,3.0,18.0,3.0,3.0,3.0,3.0,0.0,3.0,5.0,3.0,5.0,5.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,0.0,3.0,0.0,196.1,7.818181818181818,200.72727272727272,7.0,12.0,0.6,0.6,10.89,0.01078490113840623
12841,F,49,24be0137591244c7b191b11c0da21218,2016-03-08,72000.0,1724,5.0,5.0,5.0,17.0,5.0,2.0,5.0,5.0,1.0,4.0,5.0,2.0,5.0,5.0,1.0,4.0,0.0,5.0,2.0,5.0,5.0,1.0,4.0,0.0,321.94,7.8,168.0,15.0,15.0,1.0,1.0,18.94,0.009860788863109048
12842,M,78,0f5cd14cf15242bfabac7836af6b1653,2017-09-21,93000.0,1162,4.0,4.0,4.0,12.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,4.0,4.0,4.0,2.0,3.0,1.0,0.0,295.14,10.0,174.0,32.0,32.0,1.0,1.0,24.6,0.010327022375215147
12843,M,28,2d868dda028f445b8c7f592d33077229,2017-10-16,53000.0,1137,1.0,5.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,5.0,3.0,4.0,4.0,2.0,2.0,1.0,3.0,3.0,3.0,2.0,2.0,1.0,0.0,10.67,10.0,181.33333333333334,2.0,27.0,0.6,0.2,3.56,0.002638522427440633
12844,M,67,77fddc4c2ed4441197473f9fd32346ac,2017-11-21,69000.0,1101,1.0,2.0,2.0,4.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,0.0,1.0,1.0,83.64,12.0,172.8,5.0,5.0,1.0,0.5,20.91,0.0036330608537693005
12845,F,63,4188dff279ec47e085789223c8d1264b,2017-12-24,107000.0,1068,2.0,4.0,4.0,4.0,2.0,2.0,2.0,2.0,0.0,2.0,4.0,3.0,3.0,4.0,1.0,3.0,0.0,4.0,3.0,3.0,4.0,1.0,3.0,0.0,112.56,11.1,194.4,5.0,20.0,1.0,0.5,28.14,0.003745318352059925
12846,M,52,74d216ad116c4ea198245bf22ff0d26b,2018-04-28,62000.0,943,0.0,4.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,4.0,2.0,0.0,1.0,3.0,3.0,3.0,3.0,1.0,0.0,1.0,2.0,21.72,2.857142857142857,123.42857142857143,0.0,2.0,0.75,0.0,3.62,0.006362672322375398
12847,M,61,1c5bff3f58604e84a6473111e3073292,2017-01-07,68000.0,1419,3.0,4.0,4.0,13.0,3.0,2.0,3.0,1.0,3.0,0.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,4.0,2.0,4.0,2.0,4.0,0.0,0.0,608.44,7.7272727272727275,168.0,25.0,30.0,1.0,0.75,46.8,0.009161381254404511
12848,F,71,0dc85918181e4c3eb0e412d37fa8a552,2017-11-05,116000.0,1117,2.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,55.53,13.333333333333334,176.0,15.0,25.0,0.33,0.667,27.76,0.0017905102954341987
12849,M,25,4a76f22eecc644958bc404927be632f3,2018-04-18,73000.0,953,2.0,4.0,4.0,12.0,2.0,1.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,4.0,3.0,4.0,3.0,2.0,2.0,0.0,37.28,7.9,153.6,7.0,20.0,1.0,0.5,3.11,0.012591815320041973
12850,F,54,057f6741e0e0438e827cc0b18c601160,2016-09-30,74000.0,1518,2.0,4.0,4.0,7.0,2.0,0.0,2.0,2.0,2.0,0.0,4.0,1.0,4.0,3.0,2.0,0.0,2.0,4.0,1.0,4.0,3.0,2.0,0.0,2.0,120.44,3.0,134.4,10.0,10.0,1.0,0.5,17.21,0.00461133069828722
12851,M,67,f223c55edc8849698b4e901ffc14b23d,2016-11-02,65000.0,1485,2.0,4.0,1.0,12.0,2.0,1.0,2.0,2.0,0.0,2.0,4.0,1.0,2.0,4.0,0.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,57.43,12.857142857142858,219.42857142857142,4.0,14.0,0.25,0.5,4.79,0.00808080808080808
12852,M,46,dd437e2aa40c4cf2ab689ad5d9947b63,2016-05-15,69000.0,1656,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,3.0,3.0,3.0,0.0,1.0,0.0,2.0,31.91,3.3333333333333335,104.0,0.0,10.0,1.0,0.0,4.56,0.004227053140096618
12853,F,68,f2265b809d1949c1a7b63a9386bf4946,2015-02-01,53000.0,2125,3.0,4.0,4.0,5.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,0.0,4.0,2.0,4.0,3.0,2.0,2.0,0.0,60.77999999999999,7.818181818181818,168.0,18.0,20.0,1.0,0.75,12.16,0.002352941176470588
12854,M,27,095cc9fc7aaa428b99c0ad42b3949fc5,2016-10-18,45000.0,1500,3.0,6.0,3.0,17.0,3.0,2.0,3.0,2.0,2.0,1.0,6.0,2.0,6.0,5.0,2.0,1.0,3.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,211.82,5.833333333333333,162.0,17.0,17.0,0.5,0.5,12.46,0.011333333333333334
12855,M,41,4de40fe3c0584dc3ab113d87c1e77904,2018-03-23,62000.0,979,1.0,6.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,6.0,2.0,5.0,6.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,12.389999999999999,6.222222222222222,149.33333333333334,3.0,18.0,0.33,0.167,2.06,0.006128702757916241
12856,F,50,19afb26b9a10447a8a2f86fa9f65c75d,2016-07-23,71000.0,1587,4.0,5.0,3.0,11.0,4.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,5.0,4.0,1.0,3.0,1.0,3.0,2.0,3.0,3.0,0.0,3.0,0.0,734.91,9.166666666666666,198.0,16.0,16.0,0.6,0.8,66.81,0.006931316950220542
12857,F,61,cb4eb954b95742b988075c030c4a3af4,2016-12-13,57000.0,1444,1.0,4.0,2.0,6.0,1.0,1.0,1.0,1.0,0.0,1.0,4.0,2.0,3.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,0.0,83.52000000000001,8.714285714285714,168.0,3.0,18.0,0.5,0.25,13.92,0.004155124653739612
12858,M,82,f92d8e8c8055406ea37c07b77ce505db,2017-02-18,76000.0,1377,2.0,4.0,4.0,5.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,4.0,3.0,4.0,4.0,1.0,2.0,1.0,78.98,6.5,175.2,7.0,9.0,1.0,0.5,15.8,0.0036310820624546117
12859,F,63,e6e3ef82d604433bafcf9edbbc0b5637,2017-01-06,53000.0,1420,4.0,4.0,3.0,14.0,4.0,2.0,3.0,4.0,1.0,3.0,4.0,2.0,3.0,4.0,1.0,3.0,0.0,3.0,2.0,3.0,3.0,1.0,2.0,0.0,198.74000000000004,9.636363636363637,168.0,15.0,15.0,0.75,1.0,14.2,0.009859154929577466
12860,M,68,6929334cd7fd46abb467f475896ee1c6,2017-11-15,64000.0,1107,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,6.0,5.0,2.0,4.0,0.0,4.0,4.0,4.0,3.0,2.0,2.0,0.0,7.220000000000001,8.1,172.8,0.0,25.0,0.67,0.0,3.61,0.0018066847335140017
12861,M,19,6e2848db7c654376ad1da5616bba5395,2017-04-02,39000.0,1334,2.0,3.0,3.0,11.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,3.0,2.0,1.0,1.0,1.0,94.54,4.5,144.0,8.0,8.0,1.0,0.667,8.59,0.008245877061469266
12862,M,59,1a80ad14c7f7425ab5445f68c7c297e6,2017-07-17,70000.0,1228,2.0,3.0,2.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,169.57,8.571428571428571,168.0,12.0,12.0,0.67,0.667,21.2,0.006514657980456026
12863,M,45,afbad51f7d484153bf616d3209834217,2018-03-19,65000.0,983,2.0,5.0,4.0,5.0,2.0,0.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,4.0,1.0,2.0,2.0,4.0,1.0,3.0,3.0,1.0,1.0,2.0,78.99000000000001,8.636363636363637,163.63636363636363,10.0,15.0,0.8,0.4,15.8,0.00508646998982706
12864,M,71,0cc67e089ff64108a2fa117971f666f9,2018-07-05,62000.0,875,3.0,5.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,5.0,4.0,4.0,3.0,2.0,2.0,1.0,76.39,10.076923076923077,162.46153846153845,18.0,28.0,1.0,0.6,19.1,0.004571428571428572
12865,F,53,441542bccea446c99b03ce7bae9146d3,2015-08-03,93000.0,1942,3.0,6.0,5.0,8.0,3.0,2.0,3.0,3.0,0.0,3.0,6.0,4.0,6.0,4.0,0.0,3.0,3.0,5.0,4.0,5.0,3.0,0.0,3.0,2.0,226.37,5.142857142857143,135.42857142857142,8.0,8.0,0.83,0.5,28.3,0.004119464469618949
12866,F,58,97ec3a7c95174bab9b9c8053edd72975,2017-08-10,100000.0,1204,2.0,6.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.0,3.0,5.0,5.0,1.0,4.0,1.0,3.0,3.0,3.0,2.0,1.0,2.0,0.0,33.11,9.181818181818182,181.0909090909091,13.0,22.0,0.5,0.333,33.11,0.0008305647840531562
12867,F,61,a3cf235d81cf416a80bdd8ae2fe64f16,2017-10-21,77000.0,1132,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,1.0,0.0,3.0,2.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,53.39,4.833333333333333,132.0,5.0,8.0,0.67,0.333,17.8,0.00265017667844523
12868,M,33,a5c24057de1147a798422162559bbe83,2018-06-12,45000.0,898,4.0,6.0,3.0,7.0,4.0,3.0,4.0,4.0,2.0,2.0,6.0,4.0,5.0,6.0,3.0,3.0,0.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,77.14,8.923076923076923,175.3846153846154,20.0,30.0,0.5,0.667,11.02,0.0077951002227171495
12869,F,75,db81f89b99614ee4949b590ea06b6f43,2017-01-12,103000.0,1414,3.0,4.0,4.0,11.0,3.0,2.0,2.0,3.0,0.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,4.0,3.0,3.0,3.0,1.0,3.0,0.0,313.54999999999995,11.909090909090908,207.27272727272728,10.0,20.0,1.0,0.75,28.5,0.007779349363507779
12870,M,42,aa13d8187b5f4fdb9a0cfa94e39e911f,2017-08-03,74000.0,1211,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,0.0,2.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0,4.0,3.0,3.0,3.0,2.0,2.0,0.0,72.37,12.0,201.6,7.0,22.0,1.0,0.5,18.09,0.0033030553261767133
12871,M,64,617d731ade3348bb8236f2910cd92fdb,2014-12-08,38000.0,2180,1.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,24.080000000000002,8.75,222.0,2.0,7.0,0.5,0.5,3.01,0.003669724770642202
12872,M,36,1d664b08fd784d308ace6b9dd42432b3,2017-12-24,66000.0,1068,2.0,5.0,4.0,7.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,4.0,5.0,5.0,3.0,2.0,0.0,4.0,4.0,4.0,4.0,2.0,2.0,0.0,34.839999999999996,9.090909090909092,183.27272727272728,7.0,29.0,0.8,0.4,4.98,0.006554307116104869
12873,M,61,94d82c681c994c319b4f3b648e351e56,2017-08-30,49000.0,1184,0.0,6.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,5.0,4.0,1.0,2.0,3.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,24.62,4.4,120.0,0.0,13.0,0.67,0.0,2.46,0.008445945945945946
12874,F,42,0b5dbd14f53748c0b91f7d72b4ee60e6,2017-04-16,62000.0,1320,2.0,3.0,2.0,6.0,2.0,1.0,2.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,2.0,1.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,107.36,7.142857142857143,192.0,7.0,12.0,0.67,0.667,17.89,0.004545454545454545
12875,M,51,9e71d772ceed40408f7a26dea47cda37,2017-10-05,35000.0,1148,2.0,6.0,3.0,12.0,2.0,1.0,2.0,2.0,1.0,1.0,6.0,2.0,5.0,5.0,3.0,2.0,1.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,39.550000000000004,8.181818181818182,187.63636363636363,7.0,27.0,0.5,0.333,3.3,0.010452961672473868
12876,M,52,3a9e4c24c37648eaa7787ebd7871417c,2014-11-20,63000.0,2198,2.0,6.0,6.0,3.0,2.0,1.0,1.0,2.0,0.0,2.0,6.0,2.0,5.0,6.0,1.0,3.0,2.0,6.0,2.0,5.0,6.0,1.0,3.0,2.0,37.18,8.142857142857142,178.28571428571428,7.0,15.0,1.0,0.333,12.39,0.001364877161055505
12877,M,51,07be3211a22c4ff7a09a1944693fefb7,2018-06-09,65000.0,901,0.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,3.0,2.0,3.0,1.0,2.0,0.0,1.0,12.25,6.666666666666667,144.0,0.0,20.0,1.0,0.0,3.06,0.004439511653718091
12878,M,55,1af90a8ffd3340979ec578b8c2acf431,2017-05-24,58000.0,1282,5.0,6.0,6.0,11.0,5.0,4.0,4.0,5.0,2.0,3.0,6.0,4.0,5.0,6.0,2.0,3.0,1.0,6.0,4.0,5.0,6.0,2.0,3.0,1.0,192.9,9.176470588235293,168.0,25.0,25.0,1.0,0.833,17.54,0.00858034321372855
12879,M,30,ba0609757e2e4161bac85987dfa3b6c6,2017-11-29,58000.0,1093,0.0,4.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,4.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,19.46,4.166666666666667,124.0,0.0,15.0,0.5,0.0,3.24,0.0054894784995425435
12880,F,68,874882329892408b82c97732674db8cb,2017-09-19,119000.0,1164,5.0,6.0,2.0,6.0,5.0,2.0,3.0,5.0,1.0,4.0,6.0,2.0,4.0,6.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,165.39000000000001,12.0,179.07692307692307,25.0,30.0,0.33,0.833,27.56,0.005154639175257732
12881,F,37,9558179b943a42799dc4bd1465ef0f8c,2017-10-04,61000.0,1149,3.0,5.0,1.0,11.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,1.0,3.0,5.0,1.0,4.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,143.79,11.222222222222221,192.0,13.0,20.0,0.2,0.6,13.07,0.009573542210617928
12882,M,41,15bd287f8a4949b48719bc44cd8d7656,2017-07-14,63000.0,1231,5.0,6.0,6.0,20.0,5.0,4.0,5.0,4.0,2.0,3.0,6.0,5.0,6.0,4.0,2.0,3.0,1.0,6.0,5.0,6.0,4.0,2.0,3.0,1.0,311.5299999999999,6.882352941176471,169.41176470588235,23.0,23.0,1.0,0.833,15.58,0.016246953696181964
12883,F,59,1aaaa029f2ca474ab241731095baf6fd,2016-07-20,95000.0,1590,1.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,0.0,1.0,0.0,1.0,127.69,6.666666666666667,136.0,2.0,12.0,0.67,0.333,25.54,0.0031446540880503146
12884,M,40,69ccf389b1674da9a9b2cfdf685de4be,2017-08-13,45000.0,1201,1.0,5.0,2.0,4.0,1.0,0.0,1.0,1.0,0.0,1.0,5.0,1.0,4.0,5.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,16.76,9.375,165.0,2.0,19.0,0.4,0.2,4.19,0.0033305578684429643
12885,M,59,3d50b3815c8e4f3b84f46be4d1b64cd3,2018-07-26,34000.0,854,0.0,6.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,6.0,5.0,1.0,2.0,3.0,4.0,4.0,4.0,3.0,1.0,2.0,1.0,7.78,4.8,124.8,0.0,16.0,0.67,0.0,3.89,0.00234192037470726
12886,F,40,239f99fbeec1414482a02223af0e9702,2015-11-22,72000.0,1831,3.0,4.0,2.0,10.0,3.0,2.0,3.0,2.0,2.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,199.93999999999997,7.777777777777778,130.66666666666666,22.0,22.0,0.5,0.75,19.99,0.005461496450027308
12887,F,47,38bf225453dd48369e079aada6f5d392,2015-05-05,48000.0,2032,2.0,3.0,3.0,12.0,2.0,2.0,2.0,2.0,0.0,2.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0,174.82999999999998,5.25,150.0,6.0,6.0,1.0,0.667,14.57,0.005905511811023622
12888,M,54,073190b534ba4e36803151ebe0e5ee27,2016-09-01,96000.0,1547,1.0,4.0,4.0,10.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,3.0,2.0,0.0,1.0,3.0,227.08,6.666666666666667,133.33333333333334,5.0,5.0,1.0,0.25,22.71,0.006464124111182934
12889,M,75,9a3492fc3fea4ed4b156f0bc0db8fc52,2017-03-09,80000.0,1358,3.0,5.0,5.0,14.0,3.0,1.0,2.0,3.0,1.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,5.0,2.0,4.0,4.0,1.0,2.0,2.0,334.52,9.23076923076923,147.69230769230768,17.0,17.0,1.0,0.6,23.89,0.010309278350515464
12890,M,54,b10f5a1006c249dca0faa1c4cbb54322,2018-03-21,59000.0,981,4.0,5.0,4.0,7.0,4.0,3.0,3.0,4.0,3.0,1.0,5.0,4.0,4.0,4.0,3.0,1.0,1.0,4.0,4.0,4.0,3.0,3.0,0.0,1.0,111.81,8.846153846153847,131.07692307692307,30.0,30.0,0.8,0.8,15.97,0.007135575942915392
12891,F,54,ae8111e7e8cd4b60a8d35c42c1110555,2017-01-06,72000.0,1420,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,86.43,0.0,0.0,0.0,0.0,0.0,0.0,17.29,0.0035211267605633804
12892,F,55,329b390a8e19481ab081d99e4e813835,2015-09-23,74000.0,1891,4.0,5.0,4.0,7.0,4.0,3.0,3.0,4.0,0.0,4.0,5.0,4.0,4.0,5.0,0.0,5.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,151.66,10.153846153846153,206.76923076923077,13.0,15.0,0.8,0.8,21.67,0.0037017451084082496
12893,F,76,d23c69f5c4e94d3facd36be424f32d41,2015-11-16,65000.0,1837,1.0,4.0,4.0,11.0,1.0,0.0,0.0,1.0,0.0,1.0,4.0,2.0,3.0,2.0,0.0,1.0,3.0,4.0,2.0,3.0,2.0,0.0,1.0,3.0,180.70000000000002,6.666666666666667,133.33333333333334,5.0,5.0,1.0,0.25,16.43,0.005988023952095809
12894,M,71,f58e8897221343baa70ee46717883176,2018-04-25,31000.0,946,0.0,4.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,4.0,3.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,0.0,0.0,2.0,4.38,2.5,112.0,0.0,7.0,0.5,0.0,1.46,0.003171247357293869
12895,M,49,4bd1a214aec84909a400b8529f6b6dca,2018-03-14,68000.0,988,1.0,4.0,3.0,7.0,1.0,0.0,1.0,1.0,0.0,1.0,4.0,2.0,4.0,3.0,2.0,2.0,0.0,3.0,2.0,3.0,2.0,2.0,1.0,0.0,26.68,8.75,156.0,2.0,19.0,0.75,0.25,3.81,0.00708502024291498
12896,M,42,6b63e903b8f9425aa25b1b223106352b,2014-10-17,85000.0,2232,2.0,4.0,4.0,7.0,2.0,0.0,2.0,2.0,0.0,2.0,4.0,1.0,4.0,3.0,0.0,2.0,2.0,4.0,1.0,4.0,3.0,0.0,2.0,2.0,175.64999999999998,6.0,134.4,4.0,4.0,1.0,0.5,25.09,0.0031362007168458782
12897,F,59,795b52d3603c466b90ff2186a3281997,2015-09-20,77000.0,1894,5.0,5.0,2.0,6.0,5.0,1.0,3.0,5.0,2.0,3.0,5.0,1.0,3.0,5.0,2.0,3.0,0.0,2.0,1.0,2.0,2.0,1.0,1.0,0.0,155.20000000000002,11.25,180.0,22.0,22.0,0.4,1.0,25.87,0.0031678986272439284
12898,F,52,5532539d40724979849cc7b6e8cda9a9,2016-08-01,58000.0,1578,2.0,4.0,4.0,8.0,2.0,2.0,2.0,2.0,1.0,1.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,1.0,1.0,2.0,125.59,5.1,115.2,13.0,13.0,1.0,0.5,15.7,0.005069708491761723
