gender,age,cust_id,became_member_on,income,days_as_member,Total offer completed,Total offer received,Total offer viewed,Total transaction,offer completed_via_email,offer completed_via_social,offer completed_via_mobile,offer completed_via_web,offer completed bogo count,offer completed discount count,offer received_via_email,offer received_via_social,offer received_via_mobile,offer received_via_web,offer received bogo count,offer received discount count,offer received informational count,offer viewed_via_email,offer viewed_via_social,offer viewed_via_mobile,offer viewed_via_web,offer viewed bogo count,offer viewed discount count,offer viewed informational count,Total transaction amount,avg_difficulty,avg_duration,total_reward_received,total_reward_defined,total_view_ratio,total_completion_ratio,avg_transaction_amt,transactions_per_membership_days,weeks_as_member,avg transaction count by membership time,customer_type,customer type
M,78,8750853c02784cd280b35bc7f7c59b43,2017-09-14,66000,1169,0,4,3,4,0,0,0,0,0,0,4,2,4,4,2,1,1,3,2,3,3,2,1,0,22.33,4.857142857,144,0,13,0.75,0,5.58,0.003421727973,45.85714286,0.08722741433,passive,passive
M,72,e8290274262e40ea985df30a9b40a07d,2016-11-21,104000,1466,4,5,2,8,4,2,3,4,1,3,5,3,4,4,1,3,1,2,2,2,2,1,1,0,260.61,10.09090909,159.2727273,20,20,0.4,0.8,32.58,0.005457025921,88.28571429,0.09061488673,passive,passive
M,55,759ec3a510e84d9598cf238f719dbda5,2016-08-28,37000,1551,3,4,3,23,3,3,3,3,0,3,4,3,4,4,0,3,1,3,3,3,3,0,3,0,206.94,7.2,182.4,8,8,0.75,0.75,9,0.01482914249,100.4285714,0.2290184922,passive,passive
F,64,ee8913f8d169427783b0cd1e905f304c,2018-02-09,48000,1021,2,4,4,7,2,1,2,2,2,0,4,2,4,3,2,1,1,4,2,4,3,2,1,1,84.2,5,134.4,10,12,1,0.5,12.03,0.006856023506,24.71428571,0.2832369942,active,passive
F,78,9843c97aedff4db3962791fdea8c1cf8,2017-09-11,72000,1172,4,5,4,6,4,4,4,2,3,1,5,5,5,2,3,1,1,4,4,4,2,2,1,1,130.68,6.615384615,142.1538462,28,28,0.8,0.8,21.78,0.005119453925,46.28571429,0.1296296296,active,passive
F,38,46b5bd87fe804d0fa0d96b809857a30d,2016-06-04,51000,1636,5,6,6,14,5,2,5,5,3,2,6,2,6,6,3,2,1,6,2,6,6,3,2,1,198.23,7.058823529,142.5882353,24,24,1,0.833,14.16,0.008557457213,112.5714286,0.1243654822,active,passive
M,40,31a3b5300e7447b4810469399193e052,2014-09-12,41000,2267,0,4,1,7,0,0,0,0,0,0,4,0,4,4,2,1,1,1,0,1,1,0,1,0,23.02,6,153.6,0,12,0.25,0,3.29,0.003087781209,202.7142857,0.03453136011,passive,passive
M,39,d99952a35e944f5cbf9ada1ef22f6e62,2015-04-03,56000,2064,2,4,3,15,2,2,2,2,1,1,4,2,4,4,2,2,0,3,2,3,3,1,2,0,133.65,9.444444444,176,12,19,0.75,0.5,8.91,0.00726744186,173.7142857,0.08634868421,passive,passive
M,61,374d2aa462594508849014e92881115e,2018-03-30,60000,972,1,5,5,1,1,1,1,1,0,1,5,4,5,4,3,1,1,5,4,5,4,3,1,1,17.54,6.363636364,152.7272727,2,22,1,0.2,17.54,0.001028806584,17.71428571,0.0564516129,active,passive
M,76,b2ae50981e3b4884bb42b673d91bf1a2,2017-06-18,107000,1257,2,4,4,4,2,2,2,2,1,1,4,4,4,3,2,1,1,4,4,4,3,2,1,1,130.4,6.1,124.8,13,18,1,0.5,32.6,0.003182179793,58.42857143,0.0684596577,active,passive
M,54,2430f060c40a4ab9915b763d075b36ab,2018-04-18,72000,953,4,5,5,12,4,3,4,3,2,2,5,4,5,4,2,3,0,5,4,5,4,2,3,0,78.95,7.857142857,183.4285714,20,23,1,0.8,6.58,0.01259181532,15,0.8,active,active
F,40,33ccbda880444190b6f69186eb5ac8cb,2016-02-08,53000,1753,4,5,5,18,4,3,4,3,3,1,5,3,5,4,3,1,1,5,3,5,4,3,1,1,211.69,6.428571429,137.1428571,22,22,1,0.8,11.76,0.01026811181,129.2857143,0.1392265193,active,passive
M,81,79580f0d57314cce9c8e05312f857c95,2015-10-12,41000,1872,1,5,1,8,1,1,1,1,0,1,5,1,4,5,1,2,2,1,1,1,1,0,1,0,16.16,7.857142857,188.5714286,2,12,0.2,0.2,2.02,0.004273504274,146.2857143,0.0546875,passive,passive
M,80,39932598278d4ebdbba91d6e0786aa07,2018-05-29,72000,912,3,5,5,5,3,3,3,3,2,1,5,3,5,5,3,1,1,5,3,5,5,3,1,1,111.26,5.846153846,134.7692308,18,23,1,0.6,22.25,0.00548245614,9.142857143,0.546875,active,active
M,46,2ed716a7260e4460a62282bd9ed57a96,2017-09-07,59000,1176,1,5,3,7,1,1,1,0,1,0,5,3,5,3,3,0,2,3,3,3,1,2,0,1,142.11,5,128,10,20,0.6,0.2,20.3,0.005952380952,46.85714286,0.1493902439,passive,passive
F,55,2d0d9d73a5b14aeb972b3f87d042e598,2016-09-02,119000,1546,2,4,4,4,2,0,2,2,2,0,4,1,4,4,4,0,0,4,1,4,4,4,0,0,84.92,6,158.4,10,25,1,0.5,21.23,0.002587322122,99.71428571,0.04011461318,active,passive
M,25,20abb9f45993499caf8a9712cbbe2695,2014-04-16,75000,2416,0,4,2,6,0,0,0,0,0,0,4,0,3,4,0,1,3,2,0,2,2,0,0,2,74.94,3.333333333,120,0,5,0.5,0,12.49,0.002483443709,224,0.02678571429,passive,passive
M,54,ccdbe387c0de4c2ea4cf7343e5ea8478,2018-05-22,69000,919,0,5,3,3,0,0,0,0,0,0,5,3,4,5,1,4,0,3,3,3,3,1,2,0,6.9,10.5,183,0,22,0.6,0,2.3,0.003264417845,10.14285714,0.2957746479,passive,passive
M,68,3dc3a03a40254297ac72836a40895ff1,2017-11-19,32000,1103,2,4,3,7,2,2,2,2,1,1,4,3,4,4,3,1,0,3,3,3,3,2,1,0,19,6.777777778,141.3333333,8,23,0.75,0.5,2.71,0.006346328196,36.42857143,0.1921568627,passive,passive
M,88,42cf2edf73e04c69af82aa01d6756491,2015-01-29,50000,2128,2,6,3,15,2,1,2,2,1,1,6,2,5,6,2,3,1,3,2,3,3,2,1,0,38.22,8.636363636,146.1818182,7,24,0.5,0.333,2.55,0.00704887218,182.8571429,0.08203125,passive,passive
M,66,f71522835c6048529970751ced78ea79,2016-05-15,56000,1656,5,5,4,22,5,2,4,5,1,4,5,2,4,5,1,4,0,4,2,3,4,0,4,0,63.09,11.42857143,214.2857143,16,16,0.8,1,2.87,0.01328502415,115.4285714,0.1905940594,active,passive
M,49,4d361ae9efea4d1383a233e5853da745,2018-03-27,52000,975,1,4,4,1,1,1,1,0,1,0,4,3,4,2,1,2,1,4,3,4,2,1,2,1,12.7,7.777777778,162.6666667,10,14,1,0.25,12.7,0.001025641026,18.14285714,0.05511811024,active,passive
F,34,2b0e65d33583415487093673a0c8a0ac,2018-02-21,74000,1009,0,5,1,4,0,0,0,0,0,0,5,2,3,5,1,4,0,1,1,1,1,0,1,0,25.15,12,216,0,20,0.2,0,6.29,0.00396432111,23,0.1739130435,passive,passive
F,74,b1627ee5584342b8bb5bfa43f9a9bbfc,2018-05-01,60000,940,1,5,0,5,1,0,1,1,1,0,5,0,2,5,1,4,0,0,0,0,0,0,0,0,22.59,13.33333333,204,5,22,0,0.2,4.52,0.005319148936,13.14285714,0.3804347826,passive,passive
M,28,9c569de8e9f747bcb5c8f78c0a014fc5,2017-10-31,65000,1122,6,6,3,13,6,3,5,4,4,2,6,3,5,4,4,2,0,3,3,3,1,3,0,0,224.69,9.666666667,168,37,37,0.5,1,17.28,0.01158645276,39.14285714,0.3321167883,passive,passive
F,52,53bf4fb4f7da4d23aa55d7db3450bdfc,2015-09-27,53000,1887,3,5,2,19,3,1,2,3,1,2,5,1,4,5,1,2,2,2,1,2,2,1,0,1,276.02,7.5,146.4,12,12,0.4,0.6,14.53,0.01006889242,148.4285714,0.1280076997,passive,passive
M,34,d7b6b45a1c6243b5aafaa1b6343d5391,2014-03-01,32000,2462,1,6,6,14,1,1,1,1,0,1,6,5,6,5,4,1,1,6,5,6,5,4,1,1,40.63,7.769230769,134.7692308,3,43,1,0.167,2.9,0.005686433794,230.5714286,0.06071871128,passive,passive
F,62,b5957ba0798349f292fdc8a859647d2f,2016-09-07,64000,1541,4,5,5,16,4,3,4,3,4,0,5,4,5,3,4,0,1,5,4,5,3,4,0,1,245.71,5.357142857,133.7142857,25,25,1,0.8,15.36,0.01038286827,99,0.1616161616,active,passive
M,51,5372ee6f2b524b36b4d7008e4e120f72,2017-09-07,30000,1176,0,3,1,3,0,0,0,0,0,0,3,0,2,3,1,1,1,1,0,0,1,0,1,0,6.73,11.25,186,0,10,0.33,0,2.24,0.002551020408,46.85714286,0.06402439024,passive,passive
M,35,573b1978dcb242d49f287b15c1c73ab3,2017-07-05,69000,1240,3,5,4,16,3,2,2,3,0,3,5,4,4,3,0,3,2,4,4,4,2,0,2,2,786.13,6.833333333,148,11,11,0.8,0.6,49.13,0.01290322581,56,0.2857142857,active,passive
M,47,edcddc3f57f34f09a049559d2606cf6b,2017-12-06,32000,1086,0,5,3,23,0,0,0,0,0,0,5,3,4,3,3,1,1,3,3,3,1,2,0,1,62.16,8.125,141,0,30,0.6,0,2.7,0.0211786372,34,0.6764705882,passive,active
M,46,710d668e9aa84e07a9d5cedc915197f2,2017-10-13,67000,1140,0,4,0,2,0,0,0,0,0,0,4,0,3,4,1,3,0,0,0,0,0,0,0,0,5.33,11.25,186,0,14,0,0,2.66,0.001754385965,41.71428571,0.04794520548,passive,passive
M,63,3b55c82b756646458d17dcdae6d66847,2015-10-02,84000,1882,3,6,4,12,3,3,3,3,1,2,6,6,6,4,2,2,2,4,4,4,4,2,2,0,260.14,5.846153846,151.3846154,10,15,0.67,0.5,21.68,0.006376195537,147.7142857,0.08123791103,passive,passive
M,76,66a446eb3e314d1ab554933e5a9f46c6,2017-12-15,103000,1077,2,3,1,5,2,1,2,2,1,1,3,1,3,3,1,2,0,1,1,1,1,0,1,0,118.57,6.833333333,168,8,10,0.33,0.667,23.71,0.004642525534,32.71428571,0.1528384279,passive,passive
M,34,ab73abb392b2412694886af8dc79344e,2017-11-21,51000,1101,3,3,3,12,3,2,3,1,3,0,3,2,3,1,3,0,0,3,2,3,1,3,0,0,152.42,8.333333333,168,25,25,1,1,12.7,0.01089918256,36.14285714,0.3320158103,active,passive
M,79,30bd5034559c4890a78f4f668dd03fb0,2016-07-29,102000,1581,1,2,2,5,1,1,1,0,1,0,2,1,2,1,1,0,1,2,1,2,1,1,0,1,120.97,6,139.2,10,10,1,0.5,24.19,0.003162555345,104.7142857,0.04774897681,active,passive
F,73,6ce15c0fb9e84fe68e53cbbb98d2f049,2017-07-13,58000,1232,4,5,3,13,4,3,4,2,2,2,5,3,4,3,2,3,0,3,3,3,1,2,1,0,222.57,10.83333333,192,24,29,0.6,0.8,17.12,0.01055194805,54.85714286,0.2369791667,passive,passive
F,53,56043d23beea4853a7614156d5a8943f,2017-09-27,55000,1156,2,4,2,11,2,2,2,2,0,2,4,2,3,4,1,3,0,2,2,2,2,0,2,0,139.62,9.5,204,5,15,0.5,0.5,12.69,0.009515570934,44,0.25,passive,passive
F,66,6374af35bb1f4f8dacae61d5072e3113,2018-07-08,56000,872,0,4,4,0,0,0,0,0,0,0,4,3,4,3,1,3,0,4,3,4,3,1,3,0,0,9.25,186,0,17,1,0,0,0,3.428571429,0,passive,passive
M,74,422b5109db734d52825cc7e02ba5ab7c,2017-08-04,52000,1210,2,5,1,10,2,0,1,2,0,2,5,1,4,4,1,2,2,1,1,1,0,0,0,1,40.49,8.125,153,7,12,0.2,0.4,4.05,0.00826446281,51.71428571,0.1933701657,passive,passive
F,39,e7e5c238b09d4c2b9da59cce621b7584,2018-01-16,55000,1045,4,5,5,10,4,2,4,4,1,3,5,3,5,4,1,3,1,5,3,5,4,1,3,1,148.9,6.857142857,169.7142857,12,12,1,0.8,14.89,0.00956937799,28.14285714,0.3553299492,active,passive
O,21,da2c3eeed834413bba29e637c6f5b80e,2017-10-06,59000,1147,3,4,3,7,3,1,2,2,1,2,4,2,3,2,1,2,1,3,2,3,1,1,1,1,93.47,10,163.2,17,17,0.75,0.75,13.35,0.006102877071,42.71428571,0.1638795987,passive,passive
M,52,41ebfd4601c44c69a53bb4359e2d3666,2017-10-09,99000,1144,1,2,2,1,1,1,1,1,0,1,2,2,2,2,1,1,0,2,2,2,2,1,1,0,27.26,10,192,2,12,1,0.5,27.26,0.0008741258741,42.28571429,0.02364864865,active,passive
F,49,4937e1347bff497d85a9c9a3794fae46,2016-06-16,102000,1624,1,3,3,5,1,1,1,1,0,1,3,2,3,2,0,2,1,3,2,3,2,0,2,1,167.57,7.142857143,171.4285714,2,4,1,0.333,33.51,0.003078817734,110.8571429,0.04510309278,active,passive
F,20,cf70251036814326955c26c9bfec7316,2018-07-17,75000,863,3,4,4,6,3,1,2,3,1,2,4,2,3,3,1,2,1,4,2,3,3,1,2,1,120.9,9.545454545,157.0909091,12,12,1,0.75,20.15,0.006952491309,2.142857143,2.8,active,active
F,45,2397aed85a7142a8b463bfb15642b0e1,2017-04-17,64000,1319,4,6,6,14,4,3,4,4,0,4,6,4,6,5,0,4,2,6,4,6,5,0,4,2,260.5,6.375,160.5,10,10,1,0.667,18.61,0.01061410159,67.28571429,0.2080679406,active,passive
F,80,4df393f2978e499db9b6a0f85dbdc9c8,2017-06-23,61000,1252,3,5,5,13,3,3,3,2,3,0,5,4,5,3,3,0,2,5,4,5,3,3,0,2,173.87,6.923076923,120,30,30,1,0.6,13.37,0.01038338658,57.71428571,0.2252475248,active,passive
M,42,39d63fe475894b0888e256ced6af85a9,2017-10-20,38000,1133,0,3,1,7,0,0,0,0,0,0,3,1,3,3,2,1,0,1,1,1,1,1,0,0,13.86,6.25,144,0,12,0.33,0,1.98,0.006178287732,40.71428571,0.1719298246,passive,passive
M,51,d82452a6f7ac413394426106ec97dd20,2015-08-31,70000,1914,3,3,3,8,3,3,3,2,2,1,3,3,3,2,2,1,0,3,3,3,2,2,1,0,159.38,8.333333333,176,17,17,1,1,19.92,0.004179728318,152.2857143,0.05253283302,active,passive
M,42,53919def9c5c4cafa62d7503db871706,2018-07-19,79000,861,1,2,2,4,1,1,1,1,0,1,2,2,2,1,1,1,0,2,2,2,1,1,1,0,90.63,10,211.2,2,12,1,0.5,22.66,0.004645760743,1.857142857,2.153846154,active,active
M,18,25af91e1d87248c387b17bcba16372b8,2018-01-12,31000,1049,2,4,4,20,2,2,2,2,0,2,4,4,4,4,2,2,0,4,4,4,4,2,2,0,56.2,9.1,170.4,5,25,1,0.5,2.81,0.01906577693,28.71428571,0.6965174129,active,active
M,46,edc6d54b289c4638a7e59561c0286036,2017-08-19,62000,1195,0,4,0,2,0,0,0,0,0,0,4,0,4,4,1,2,1,0,0,0,0,0,0,0,5.25,6.25,150,0,9,0,0,2.62,0.001673640167,49.57142857,0.04034582133,passive,passive
F,67,66e876e1037346e281c43081d92310ad,2018-01-25,68000,1036,2,5,4,21,2,2,2,2,1,1,5,5,5,3,2,1,2,4,4,4,2,1,1,2,368,4.545454545,135.2727273,7,12,0.8,0.4,17.52,0.02027027027,26.85714286,0.7819148936,active,active
F,19,386d9947e96a428b91132d3455d17976,2017-12-08,42000,1084,1,5,3,6,1,1,1,0,1,0,5,3,4,4,3,1,1,3,3,3,2,3,0,0,24.46,10,146.6666667,10,35,0.6,0.2,4.08,0.005535055351,33.71428571,0.1779661017,passive,passive
M,51,e99d297afce1463daade7868c26e298b,2016-11-21,65000,1466,4,5,3,14,4,1,2,4,0,4,5,2,3,4,1,4,0,3,2,2,2,1,2,0,182.09,14.16666667,216,14,24,0.6,0.8,13.01,0.009549795362,88.28571429,0.1585760518,passive,passive
F,82,46086ec643294e21a7a885c1683a0867,2016-05-15,81000,1656,3,4,4,9,3,3,3,2,2,1,4,4,4,2,3,1,0,4,4,4,2,3,1,0,171.73,7.818181818,154.9090909,18,28,1,0.75,19.08,0.005434782609,115.4285714,0.07797029703,active,passive
M,24,c263186570294437b1b4d0f3820d03db,2018-03-10,44000,992,1,5,3,10,1,1,1,1,0,1,5,3,4,5,1,3,1,3,3,3,3,1,2,0,22.53,10,197.3333333,2,19,0.6,0.2,2.25,0.01008064516,20.57142857,0.4861111111,passive,passive
M,34,93cab11de46545cb918d43af7f015ffb,2018-05-28,34000,913,5,6,6,16,5,5,5,4,2,3,6,5,6,5,2,3,1,6,5,6,5,2,3,1,156.41,7.411764706,176.4705882,22,22,1,0.833,9.78,0.01752464403,9.285714286,1.723076923,active,active
F,76,51fa027ebbc14391b15c9458fc09ba46,2017-09-22,64000,1161,3,3,3,9,3,2,3,2,3,0,3,2,3,2,3,0,0,3,2,3,2,3,0,0,139.22,8.333333333,152,25,25,1,1,15.47,0.007751937984,44.71428571,0.2012779553,active,passive
F,80,89c233f3e4f04464ac5cc15e55caa1a1,2017-11-07,52000,1115,3,4,2,14,3,1,1,2,1,2,4,2,2,2,1,2,1,2,2,2,0,1,0,1,167.63,12.22222222,178.6666667,20,20,0.5,0.75,11.97,0.01255605381,38.14285714,0.3670411985,passive,passive
M,69,dc9d14e5d3be406b99e0d7e9a859bec0,2018-07-04,85000,876,0,4,4,1,0,0,0,0,0,0,4,3,4,3,3,0,1,4,3,4,3,3,0,1,16.85,6.25,126,0,25,1,0,16.85,0.001141552511,4,0.25,passive,passive
M,90,8f11863ca0bb42f78bacaff28e0a30ff,2013-08-08,65000,2667,1,3,3,12,1,1,1,1,1,0,3,3,3,3,2,1,0,3,3,3,3,2,1,0,165.94,7,133.7142857,5,18,1,0.333,13.83,0.00449943757,259.8571429,0.04617921935,active,passive
F,61,cb8eae16885d4dfdada5a314f3c37b59,2014-07-06,45000,2335,0,4,2,10,0,0,0,0,0,0,4,2,3,4,2,2,0,2,2,2,2,2,0,0,28.6,11.66666667,148,0,27,0.5,0,2.86,0.004282655246,212.4285714,0.04707464694,passive,passive
M,92,f3dfe66c8d74446189b21c7c704f2182,2015-12-30,71000,1793,1,2,2,8,1,1,1,1,0,1,2,2,2,1,0,1,1,2,2,2,1,0,1,1,152.41,4.2,129.6,3,3,1,0.5,19.05,0.004461795873,135,0.05925925926,active,passive
M,70,48531c4b9b334fb4a864029aee709293,2015-10-26,45000,1858,2,5,3,14,2,1,2,2,0,2,5,2,5,5,1,3,1,3,2,3,3,1,2,0,56.4,9,172.8,4,16,0.6,0.4,4.03,0.007534983854,144.2857143,0.09702970297,passive,passive
M,96,157bb920966e4ec5a9d4bf5b533a47f2,2017-10-02,89000,1151,5,5,3,12,5,1,4,5,2,3,5,1,4,5,2,3,0,3,1,3,3,1,2,0,261.27,8.923076923,179.0769231,20,20,0.6,1,21.77,0.01042571677,43.28571429,0.2772277228,passive,passive
F,55,db06d8bd6b954ff9abe7023ed50fdd80,2017-01-12,96000,1414,1,3,3,6,1,1,1,1,0,1,3,3,3,1,0,1,2,3,3,3,1,0,1,2,129.46,4.285714286,144,2,2,1,0.333,21.58,0.004243281471,80.85714286,0.074204947,active,passive
F,87,02ba8c272f284139abef53e0290bfb67,2017-05-07,94000,1299,3,4,2,4,3,1,2,3,1,2,4,2,3,3,1,2,1,2,2,2,1,1,0,1,91.81,10,146.6666667,17,17,0.5,0.75,22.95,0.003079291763,64.42857143,0.06208425721,passive,passive
F,75,b48f59b8e9484391ac69850081e599c1,2017-10-19,87000,1134,3,5,4,3,3,3,3,2,1,2,5,5,5,4,2,3,0,4,4,4,4,1,3,0,64.64,9.25,190,15,27,0.8,0.6,21.55,0.002645502646,40.85714286,0.07342657343,active,passive
F,66,2eea41ee8697476d9bd837d63333182c,2018-03-08,53000,994,0,6,5,0,0,0,0,0,0,0,6,6,6,5,5,1,0,5,5,5,4,4,1,0,0,7.181818182,137.4545455,0,38,0.83,0,0,0,20.85714286,0,passive,passive
M,35,cfe3394ce49941a5862bb463842a16a5,2018-02-17,33000,1013,1,4,3,6,1,1,1,1,0,1,4,3,3,3,2,2,0,3,3,3,2,2,1,0,33.28,10.125,165,3,28,0.75,0.25,5.55,0.005923000987,23.57142857,0.2545454545,passive,passive
F,58,db3edb3c3efa43aaaefc1b0fc57d8440,2017-02-20,64000,1375,4,5,5,10,4,2,3,4,2,2,5,2,4,5,2,2,1,5,2,4,5,2,2,1,166.26,9,162.8571429,23,23,1,0.8,16.63,0.007272727273,75.28571429,0.1328273245,active,passive
M,37,40c15d841bd9499f885a2b485fcb689a,2017-07-31,38000,1214,1,5,3,7,1,0,1,1,1,0,5,2,5,5,2,3,0,3,2,3,3,1,2,0,15.48,7.111111111,184,5,17,0.6,0.2,2.21,0.005766062603,52.28571429,0.1338797814,passive,passive
M,75,b8e8bc706a854cdab48bd6548efb3ac9,2018-04-23,65000,948,0,5,5,1,0,0,0,0,0,0,5,3,5,2,2,0,3,5,3,5,2,2,0,3,13.14,3,115.2,0,15,1,0,13.14,0.001054852321,14.28571429,0.07,passive,passive
F,84,325537b6384f433faa01da3fda84e1c1,2017-08-18,109000,1196,1,4,4,2,1,1,1,1,1,0,4,4,4,4,3,1,0,4,4,4,4,3,1,0,50.88,8.222222222,130.6666667,10,28,1,0.25,25.44,0.001672240803,49.71428571,0.04022988506,active,passive
M,44,0bab4b4713984db0ac68a9a42f6af163,2015-12-23,83000,1800,3,5,5,13,3,2,3,3,3,0,5,4,5,3,3,0,2,5,4,5,3,3,0,2,259.75,3.461538462,116.3076923,15,15,1,0.6,19.98,0.007222222222,136,0.09558823529,active,passive
M,69,978e868c211a4e249c1c449b43c7a079,2018-06-04,62000,906,0,6,4,7,0,0,0,0,0,0,6,4,6,5,1,4,1,4,4,4,3,1,2,1,13.79,7.4,153.6,0,19,0.67,0,1.97,0.007726269316,8.285714286,0.8448275862,passive,active
M,18,d52a2606f8654e009920fd75d0fdbf45,2018-06-30,46000,880,0,5,4,9,0,0,0,0,0,0,5,4,4,5,3,2,0,4,4,4,4,3,1,0,17.36,7.777777778,160,0,22,0.8,0,1.93,0.01022727273,4.571428571,1.96875,passive,active
M,52,1d81c236a9e74a7995a2c9d009dd2ba1,2017-08-21,53000,1193,2,5,5,11,2,1,2,2,0,2,5,3,5,3,0,2,3,5,3,5,3,0,2,3,117.65,5,142,4,4,1,0.4,10.7,0.00922045264,49.28571429,0.2231884058,active,passive
F,43,d2cf4d76494e46eeab4d99b0ff044baa,2018-06-19,56000,891,0,5,4,6,0,0,0,0,0,0,5,4,5,3,2,1,2,4,4,4,2,2,0,2,15.79,4.444444444,104,0,17,0.8,0,2.63,0.006734006734,6.142857143,0.976744186,passive,active
M,87,b397c8451df14f2886d3f502aae4b34c,2015-12-08,46000,1815,4,5,3,7,4,3,4,4,2,2,5,3,4,5,2,3,0,3,3,3,3,1,2,0,74.61,8,180,15,20,0.6,0.8,10.66,0.003856749311,138.1428571,0.05067218201,passive,passive
F,23,77757e0333ce4cdaae519df31d3aed3a,2017-10-18,34000,1135,2,3,2,7,2,1,2,2,1,1,3,1,2,3,1,2,0,2,1,2,2,1,1,0,57.34,8,178.2857143,8,13,0.67,0.667,8.19,0.006167400881,41,0.1707317073,passive,passive
M,48,54ce16dc2b7b4fbb8d540a7d1161f92e,2014-06-27,48000,2344,1,4,4,14,1,1,1,1,1,0,4,4,4,3,3,1,0,4,4,4,3,3,1,0,43.24,8.333333333,157.3333333,5,27,1,0.25,3.09,0.005972696246,213.7142857,0.06550802139,active,passive
M,28,5601e8f808a649d4a0c2851fbacdf992,2017-09-18,69000,1165,0,6,3,9,0,0,0,0,0,0,6,3,5,5,2,2,2,3,3,3,2,2,1,0,23.14,7.111111111,149.3333333,0,23,0.5,0,2.57,0.007725321888,45.28571429,0.1987381703,passive,passive
F,81,8c3375bdfa3348f2a69dafbb675f034d,2015-10-28,78000,1856,5,6,5,12,5,3,5,5,1,4,6,4,6,5,1,4,1,5,4,5,4,1,3,1,280.1,7.8125,196.5,13,13,0.83,0.833,23.34,0.006465517241,144,0.08333333333,active,passive
M,20,cdb61741ea554739ba82791aee98df27,2017-10-31,43000,1122,1,2,2,4,1,0,1,1,1,0,2,0,2,2,1,0,1,2,0,2,2,1,0,1,37.41,3,139.2,5,5,1,0.5,9.35,0.003565062389,39.14285714,0.102189781,active,passive
M,62,c72a75cff4fa4576b91b3e355802b700,2016-01-05,54000,1787,2,5,3,9,2,1,2,2,2,0,5,2,5,4,2,0,3,3,2,3,2,1,0,2,109.41,2.5,112.8,10,10,0.6,0.4,12.16,0.005036373811,134.1428571,0.06709265176,passive,passive
F,49,833eb5f0337f4537ae99588663b3a370,2018-04-17,57000,954,3,5,4,8,3,1,2,3,0,3,5,1,4,5,0,3,2,4,1,4,4,0,2,2,101.48,7.583333333,156,10,10,0.8,0.6,12.68,0.008385744235,15.14285714,0.5283018868,active,active
F,57,3834df40d4f544f186de0e1149511127,2017-08-19,74000,1195,3,4,4,12,3,2,3,3,1,2,4,3,4,3,1,2,1,4,3,4,3,1,2,1,237.01,7.363636364,137.4545455,15,15,1,0.75,19.75,0.010041841,49.57142857,0.242074928,active,passive
F,57,ffb7fc8ad0594248a49e210ff0217c2d,2015-09-02,118000,1912,4,6,4,7,4,3,3,4,2,2,6,4,5,5,2,2,2,4,4,4,3,2,1,1,166.52,7.142857143,154.2857143,17,17,0.67,0.667,23.79,0.003661087866,152,0.04605263158,passive,passive
M,75,61c781eeef254be58c28148e536ce5e4,2017-03-01,35000,1366,0,6,3,11,0,0,0,0,0,0,6,2,5,5,1,1,4,3,2,3,2,1,0,2,26.64,4.444444444,112,0,15,0.5,0,2.42,0.008052708638,74,0.1486486486,passive,passive
M,67,a3d8dd50c46540a1a47fdbe29ebe3a56,2015-08-08,86000,1937,1,4,1,4,1,1,1,1,1,0,4,2,4,3,1,0,3,1,1,1,0,0,0,1,119.09,3.333333333,96,10,10,0.25,0.25,29.77,0.002065049045,155.5714286,0.02571166208,passive,passive
M,46,b75f93132fa040c8a2ef895cd7be10ce,2016-08-17,36000,1562,4,4,2,13,4,1,3,4,0,4,4,1,3,4,0,4,0,2,1,2,2,0,2,0,119.5,11.1,182.4,12,12,0.5,1,9.19,0.008322663252,102,0.1274509804,passive,passive
M,56,082624ed9a14484e914323d0cd586ca8,2015-09-01,95000,1913,2,6,3,3,2,2,2,1,2,0,6,4,5,4,3,1,2,3,2,3,2,1,0,2,56.38,5.454545455,126.5454545,15,25,0.5,0.333,18.79,0.001568217459,152.1428571,0.01971830986,passive,passive
F,31,e31bac27c3554312ba7b3db96d81e70f,2017-07-30,73000,1215,3,4,3,15,3,2,3,3,1,2,4,2,4,4,1,2,1,3,2,3,3,1,2,0,287.65,9,168,14,14,0.75,0.75,19.18,0.01234567901,52.42857143,0.2861035422,passive,passive
M,21,75b5d446508a428bb0c661b9a5a9db0e,2014-02-25,60000,2466,1,4,3,11,1,1,1,1,0,1,4,3,3,3,1,2,1,3,3,3,2,1,1,1,31.45,7.625,141,3,18,0.75,0.25,2.86,0.004460665045,231.1428571,0.04758961681,passive,passive
F,63,723eb3f991e946b9883e08aeb6d78fac,2017-07-23,86000,1222,2,5,2,5,2,1,2,1,2,0,5,3,5,3,4,0,1,2,1,2,2,2,0,0,119.69,6.666666667,146.6666667,15,30,0.4,0.4,23.94,0.004091653028,53.42857143,0.0935828877,passive,passive
M,35,d1f564d61cb845a8874e58f607faaacd,2016-03-20,35000,1712,3,5,4,11,3,2,3,3,1,2,5,3,5,5,2,3,0,4,3,4,4,2,2,0,103.51,8.75,166,9,21,0.8,0.6,9.41,0.006425233645,123.4285714,0.08912037037,active,passive
M,20,639314daa82a46558c17020fd84d03f6,2017-08-23,37000,1191,4,5,5,11,4,2,4,3,2,2,5,3,5,3,2,2,1,5,3,5,3,2,2,1,117.05,7.5,169.7142857,19,19,1,0.8,10.64,0.009235936188,49,0.2244897959,active,passive
